Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
OW, DESISTO DE VIDEO, O PRIMEIRO VIDEO CORROMPEU, TIVE QUE GRAVAR DE VOLTA, AGORA O SONY VEGAS CRASHA NA HORA QUE TERMINEI DE EDITAR, flw	-1.0	Negativo	Negativo	Negativo	Negativo
Eu já tentei te esquecer eu já tentei me conforma em outro alguem já procurei e desistir de te encontrar só por vc me apaixonei🎵💕	-1.0	Negativo	Negativo	Negativo	Negativo
@canalCombate hoje o áudio está terrível hein	-1.0	Negativo	Negativo	Negativo	Negativo
@duuhsty Ah não primeiro vc come McDonalds depois fala de panico............. Já não sei mais oq falar	-1.0	Positivo	Negativo	Negativo	Negativo
@lemathieuc eu deixe d assistir o Pilli, justamente plos títulos polêmicos e pelas brigas por falar de Apple e Android. + Mais 3 amigos tb!	-1.0	Positivo	Positivo	Positivo	Positivo
@ERValladares9 ta mlc , se arrumar todo , pra chegar na escola todo molhado e com o tennis todo sujo kkkkkkkkkk	-1.0	Positivo	Negativo	Negativo	Negativo
agora vamo sair da derrota pq eu já chorei demais, chega	-1.0	Positivo	Negativo	Positivo	Positivo
Pessoas que são importantes para mim começarem-se a afastar é a pior merda	-1.0	Negativo	Negativo	Negativo	Negativo
Que sentimento horroroso  Quero morrer	-1.0	Negativo	Negativo	Positivo	Negativo
@adrianaafragoso NBA é basquete sua burraaaaaa kkk to vendo jogo de basquete po e n to falando d futebol e nem vendo kkkkkkkkkk	-1.0	Positivo	Positivo	Positivo	Positivo
Verão no Rio de Janeiro: você chega no trabalho encharcado de suor e volta encharcado de chuva.	-1.0	Negativo	Negativo	Negativo	Negativo
Sobre eu ter levado spoiler de Deadpool: Warcraft tá vindo ai migos, e a vingança vai ser tripla.	-1.0	Negativo	Negativo	Negativo	Negativo
Eu sou o unico meno que não gosto de praia ?	-1.0	Negativo	Negativo	Negativo	Negativo
@kikabanhudo tu é que és uma merda lol... Tá grande cena pah	-1.0	Negativo	Positivo	Negativo	Negativo
Tô louca de frio e ainda não cheguei em casa	-1.0	Negativo	Negativo	Positivo	Negativo
@bellarlke odeio	-1.0	Negativo	Negativo	Negativo	Negativo
@sportarobbie sim, eu n diria medo pra marionette mas n gosto, nem de bonecas de plástico, da um ruim	-1.0	Negativo	Negativo	Negativo	Negativo
@piIIowtzayn ai que morte terrível	-1.0	Negativo	Negativo	Negativo	Negativo
15 min de chuva = Rio de Janeiro no caos. #helldejaneiro #embaixodagua	-1.0	Positivo	Negativo	Positivo	Positivo
ODEIO mofar em salao, n nasci p isso	-1.0	Negativo	Negativo	Negativo	Negativo
@Fla_Reclama Não quer dizer nada, o boliviano Damian Lizio do Bostafogo, que é horroroso, também está nessa lista...	-1.0	Positivo	Positivo	Negativo	Positivo
Quando sua opinião for bombom da cacau show VC me dá	-1.0	Positivo	Positivo	Positivo	Positivo
É calor demais pra uma cidade só AssistaNãoMeToca CANTADA DO LUAN NAS RÁDIOS #VoteZeFelipe #KCA	-1.0	Negativo	Negativo	Negativo	Negativo
Não sei o que é pior: a chuva ou esse ensaio todo de vento, trovão, relâmpago... Tenho um medo terrível disso	-1.0	Negativo	Negativo	Negativo	Negativo
fui tirar a sobrancelha a mulher fez a pior cagada da vida dela ela deixou a sobrancelha fina	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio quando eu ligo p Gabriel e ele não me atende, pqp	-1.0	Positivo	Negativo	Negativo	Negativo
Me recuso a atualizar o Instagram, tá muito broxante puta merda	-1.0	Negativo	Negativo	Negativo	Negativo
ELA VIU A MINHA MENSAGEM NO FB E NÃO RESPONDEU !!!! MERDA, NÃO VOU FALAR MAIS NADA, ESTOU FARTA	-1.0	Positivo	Positivo	Negativo	Positivo
Essa atualização do facebook tá muito ruim meu deus	-1.0	Negativo	Positivo	Negativo	Negativo
odeio o lucas e o gabriel tambem	-1.0	Positivo	Negativo	Positivo	Positivo
Acho injusto passar comercial do Outback onde não tem Outback	-1.0	Negativo	Negativo	Positivo	Negativo
ela está terrível	-1.0	Negativo	Negativo	Negativo	Negativo
Ih choveu?  Ah @gvtoficial  caiu 😂😂😂 Virou piada já, sendo salvo pelo 4G da @TIM_Official	-1.0	Positivo	Positivo	Negativo	Positivo
Como eu odeio ficar sem wifi	-1.0	Negativo	Negativo	Negativo	Negativo
3a vez seguida que a @Vivoemrede desliga na minha cara. Já pode pedir música no Fantástico?	-1.0	Positivo	Positivo	Positivo	Positivo
@MacMagazine aqui sempre foi assim, minha briga na SOMA/Apple. No Recall do iPhone não aceitei e não vou aceitar novamente.	-1.0	Negativo	Negativo	Negativo	Negativo
Só quero sair daqui da auto, ir pra casa, ligar minha música e meu ps4, preciso relaxar, olhar a minha galeria não me fez bem	-1.0	Negativo	Negativo	Negativo	Negativo
Minha mãe botou 13 reais de crédito pra mim, mas a claro já comeu 4 reais de crédito, ngm merece	-1.0	Negativo	Negativo	Negativo	Negativo
@MarcoGiorgette pior que fez.	-1.0	Negativo	Negativo	Negativo	Negativo
Péssimo dia	-1.0	Negativo	Negativo	Negativo	Negativo
O daora é esses modinha de facebook vir querer achar que tem moral pra zoar, aham, senta lá Cláudia	-1.0	Negativo	Negativo	Negativo	Negativo
essas novinha terrivel so levando uma bordoada na cara que fase	-1.0	Negativo	Negativo	Negativo	Negativo
Adoro quando me perguntam e já sabem a resposta e o motivo da resposta e mesmo assim me deixam no vácuo 👍	-1.0	Negativo	Positivo	Positivo	Positivo
Vou ser um péssimo namorado / marido	-1.0	Negativo	Negativo	Negativo	Negativo
Dai tu caminha 30 minutos no sol, morre suando, pra chegar na porcaria da universidade e ta fechada	-1.0	Negativo	Negativo	Negativo	Negativo
Digo-vos, qualquer dia vou me embora e nunca mais lá ponho os pés, fodass	-1.0	Negativo	Negativo	Negativo	Negativo
Começou o semestre começaram as merdas. E eu ainda nem estou na universidade.	-1.0	Negativo	Positivo	Positivo	Positivo
velho, meu sony vegas trava mt, n consigo nem cortar o video, que merda	-1.0	Negativo	Negativo	Positivo	Negativo
Oh dó, coração devia servir pra bombear o sangue e só.	-1.0	Negativo	Positivo	Negativo	Negativo
@thursfc não sei, cheguei agora to acompanhado pelo pc, sei que o james tava pessimo	-1.0	Negativo	Negativo	Positivo	Negativo
@igorcavalari péssimo	-1.0	Negativo	Negativo	Negativo	Negativo
esse vestido da munik é horroroso gente num do conta nao	-1.0	Negativo	Negativo	Negativo	Negativo
Só quero um sol pra secar meu tennis pra ir pra academia :(	-1.0	Positivo	Negativo	Negativo	Negativo
as pessoas perde o bom senso sabe nossa acha q ai	-1.0	Negativo	Negativo	Negativo	Negativo
@kiko_assis9 não comprei ps4	-1.0	Negativo	Negativo	Positivo	Negativo
PROPAGANDA DO OUTBACK ESSAS HORA É MALDADE	-1.0	Negativo	Negativo	Negativo	Negativo
odeio que comecam a falar uma parada e nao termina	-1.0	Negativo	Negativo	Negativo	Negativo
Pior aula de tennis ever	-1.0	Positivo	Negativo	Positivo	Positivo
Pobre enche a boca pra falar q foi no Outback. Feião!!! 😂😂😂😂😂😂😂😂😂😂	-1.0	Positivo	Positivo	Positivo	Positivo
minha tia quer me arrastar p Santa Catarina sendo que não tem nada lá que me chame atenção	-1.0	Negativo	Negativo	Negativo	Negativo
o melhor de tudo foi o namorado perfeitinho rindo da minha cara.. aí mesmo que eu chorei de soluçar	-1.0	Negativo	Negativo	Positivo	Negativo
Na Apple Music tem Run Devil Run em coreano. No Spotify só tem em japonês. Decepcionado com você @SpotifyBR	-1.0	Negativo	Negativo	Negativo	Negativo
odeio eles	-1.0	Negativo	Negativo	Negativo	Negativo
@Adriiana_G_ @Bruna_Simoes5 Já estou com medo!!!	-1.0	Positivo	Positivo	Positivo	Positivo
To terrível	-1.0	Negativo	Negativo	Negativo	Negativo
@HeyGisella nossa te odeio muito	-1.0	Negativo	Negativo	Negativo	Negativo
Eu odeio existir, eu odeio me relacionar.	-1.0	Negativo	Negativo	Negativo	Negativo
Eu odeio ser trouxa	-1.0	Negativo	Negativo	Negativo	Negativo
Se foder, to realmente empolgado pra ver a luta do Naruto contra o Sasuke no anime dps de ver as cutscenes do jogo do ps4.	-1.0	Negativo	Positivo	Positivo	Positivo
@demario 😂😂😂 terrível mesmo	-1.0	Positivo	Positivo	Negativo	Positivo
@oipraaninha @JulianaCardso no ze KKKK pior é o cabelo azul meu Deus do céu	-1.0	Positivo	Positivo	Negativo	Positivo
@JornalOGlobo Correlação que observo é indicação de incompetentes para Ministros e apoio a governo falido.	-1.0	Negativo	Negativo	Negativo	Negativo
eu nao aguento mais ve adoração a gatos no facebook	-1.0	Negativo	Negativo	Negativo	Negativo
universidade já dando trabalho mesmo antes de começar  não  tá fácil	-1.0	Negativo	Negativo	Negativo	Negativo
Péssimo, cara..	-1.0	Negativo	Negativo	Negativo	Negativo
Quando eu começo achar que meu pai ta legal ele fica chato pakas a sai fora -.-	-1.0	Positivo	Negativo	Negativo	Negativo
@tvrecord O coxinha do M.Rezende falando mal do governo do PT, mas quando ele e globo mamavam dinheiro público da milicada, ele nada fala...	-1.0	Negativo	Negativo	Negativo	Negativo
como eu conheço meu Rio de Janeiro essa chuva n vem p fazer frio  só pra abafar mais ainda	-1.0	Negativo	Negativo	Positivo	Negativo
Odeio arrogância, odeio!!!! Vtnc	-1.0	Negativo	Negativo	Negativo	Negativo
"@twiterdoMumu certa feita eu recebi a seguinte: ""olha,n vai dar pra eu ir pq eu briguei com minha familia e estou indo embora pra sao paulo"""	-1.0	Negativo	Negativo	Positivo	Negativo
Gosto de série de comédia não	-1.0	Positivo	Positivo	Negativo	Positivo
Olha oq o CR fala sobre os companheiros de equipe, por isso não é melhor do mundo, nem vai ser, desumilde demais.	-1.0	Negativo	Negativo	Negativo	Negativo
@BotafogoCoracao o ruim q a internet fica um lixo	-1.0	Negativo	Negativo	Negativo	Negativo
mano vou mandar meu pai comprar um ps4 serio, n tem condições de ir pra casa dos outros jogar 😂	-1.0	Negativo	Positivo	Negativo	Negativo
Não gosto nada do meu insta, quando tiver tempo vou apagar as fotos praticamente todas	-1.0	Negativo	Positivo	Negativo	Negativo
@madeinpattie coloquei meus chips nesse e ta normal mas eu wuero muito comprar outro logo, esse é pessimo	-1.0	Negativo	Negativo	Negativo	Negativo
NÃO SINTO MEUS PÉS	-1.0	Negativo	Negativo	Negativo	Negativo
Como pode... vc compra um celular a prova d'agua, e na primeira fez que utiliza ele em uma piscina, entra agua... obg sony...	-1.0	Positivo	Negativo	Negativo	Negativo
Falei que talvez ia no vôlei, mas estou com uma preguiça infinita...	-1.0	Positivo	Negativo	Negativo	Negativo
@kerollc_ To com medo do meu atualizar sozinho também 😭	-1.0	Negativo	Negativo	Negativo	Negativo
Meu, tira meu sutiã agora que eu vou dar nessa tua cara @vittsilva__ cara de pau da porra	-1.0	Negativo	Negativo	Negativo	Negativo
geração terrível	-1.0	Negativo	Negativo	Negativo	Negativo
Esses fones da Apple tem o mesmo tempo de vida útil que um guardanapo vai se fuder	-1.0	Negativo	Negativo	Negativo	Negativo
@xPedroMoreira és terrível.	-1.0	Negativo	Positivo	Negativo	Negativo
Hoje eu tô terrível	-1.0	Negativo	Negativo	Negativo	Negativo
Pior coisa é mendigar atenção pra alguem que você se importa	-1.0	Negativo	Negativo	Negativo	Negativo
n gosto d ver amigas minhas a chorar por qm n merece	-1.0	Negativo	Positivo	Negativo	Negativo
Olha como o Deivid sobe no bloqueio, pessimo.	-1.0	Negativo	Negativo	Negativo	Negativo
snapchat vir me desejar feliz dia dos namorados é mt ironia ):	-1.0	Negativo	Negativo	Negativo	Negativo
péssimo dia pra ser madridista	-1.0	Negativo	Negativo	Negativo	Negativo
Serio odeio fazer compra do mês	-1.0	Negativo	Negativo	Negativo	Negativo
mas o mario vai ser foda de engolir	-1.0	Negativo	Positivo	Negativo	Negativo
O governo precisa se rearrumar urgente. Depender de um ministro sair do cargo por um dia, votar na Câmara e reassumir no outro é preocupante	-1.0	Negativo	Negativo	Negativo	Negativo
@CaioMar7 vlw altão 4 metros de altura jogador de basquete diferentão gigante	-1.0	Positivo	Positivo	Positivo	Positivo
Adoro quando me avisam as coisas em cima da hora... :(	-1.0	Positivo	Positivo	Negativo	Positivo
@luscas NÃO,NÓIS VAI COMER O CEREBRO DOS HETERO, VAMO DESTRUIR A FAMILIA AMO/ADORO/SOU	-1.0	Negativo	Positivo	Negativo	Negativo
Infelizmente minhas musicas são a pior coisa pra querer esfriar a cabeça	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio quando já comi horrores e ainda tem sobremesa	-1.0	Negativo	Negativo	Negativo	Negativo
deus viu quem troco a bateria do meu celular, castigo virá com o tempo, beijo de luz fofa	-1.0	Positivo	Positivo	Positivo	Positivo
Minha mãe é meu termômetro de propaganda e cada vez que aparece essa do o boticário ela faz questão de dizer o quanto ódiou o comercial	-1.0	Negativo	Positivo	Negativo	Negativo
Essa cena do carro vai dar merda to vendo	-1.0	Negativo	Negativo	Positivo	Negativo
Tô vendendo meu smartwatch da sony novinho pq ele não quer parear com meu telefone novo quem quiser	-1.0	Positivo	Positivo	Positivo	Positivo
@jomarcelo10 excluía meu facebook na hora!! Ikkkkkkjk	-1.0	Negativo	Positivo	Positivo	Positivo
Só gostaria de deixar claro que odeio a Beyonce por não me deixar suprir meu vício em Formation pelo apple music. Ngm quer Tidal, miga, para	-1.0	Positivo	Negativo	Negativo	Negativo
esse estadio do joinville é o pior de santa catarina	-1.0	Positivo	Positivo	Negativo	Positivo
@LeilaneNeubarth Por que será que o governo está fazendo tanta questão em relacionar o vírus da zica a microcefalia??	-1.0	Negativo	Negativo	Negativo	Negativo
Quero voltar pra universidade pra espirrar nas pessoas e espalhar parotidite em todo mundo MUAHAHAHA.	-1.0	Positivo	Negativo	Positivo	Positivo
olha mta coisa eh legal mas pocas coisas sao legais tipo zelda	-1.0	Positivo	Negativo	Negativo	Negativo
odeio quando você tem uma opinião diferente das pessoas e só falta você ser apedrejada por causa disso	-1.0	Negativo	Negativo	Negativo	Negativo
Esse calor do Rio de Janeiro não é normal! SOS!	-1.0	Negativo	Positivo	Positivo	Positivo
É fantástico! Eu digo por experiência própria	-1.0	Positivo	Positivo	Positivo	Positivo
A câmera do meu cel é mt ruim 😪	-1.0	Positivo	Negativo	Positivo	Positivo
Pensa numa pessoa que acorda de péssimo humor, eu	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio quando a Rafaela fica descordando de mim 🙄	-1.0	Negativo	Negativo	Negativo	Negativo
É fdp , visualiza e não responde mesmo gosto assim	-1.0	Positivo	Positivo	Negativo	Positivo
o catwalk da gigi é horroroso alguém ajuda essa garota	-1.0	Negativo	Negativo	Negativo	Negativo
chamei a Jessica no facebook ela visualiza e n responde	-1.0	Negativo	Negativo	Negativo	Negativo
@TIM_AJUDA me respondam irei procurar meu advogado para da andamento na justiça	-1.0	Negativo	Negativo	Negativo	Negativo
Não tenho mais saco pra essa galera liberal de Facebook Estado mínimo  governo opressor aff!	-1.0	Positivo	Negativo	Positivo	Positivo
Errar é humano, mas tem gente que é humano demais	-1.0	Negativo	Negativo	Negativo	Negativo
Ana é muito chata, puta merda	-1.0	Negativo	Negativo	Negativo	Negativo
To comendo esse hambúrguer como se fosse a melhor coisa do mundo. Fazia muito tempo que eu não finja	-1.0	Negativo	Positivo	Negativo	Negativo
@MenonGabriel14 sepá só tem disponível na apple e tem que ter conta migo	-1.0	Negativo	Negativo	Negativo	Negativo
Parem de me convidar pra saaaaair q inferno	-1.0	Negativo	Negativo	Negativo	Negativo
Sobre o carnaval: fui pra praia e tinha uma tenda eletrônica que tocou um mashup de Shotgun com The Legend of Zelda. Nem gritei e morri.	-1.0	Positivo	Positivo	Positivo	Positivo
Eu vou tão ser a ovelha ranhosa da família quando disser que em vez de ir para a universidade vou trabalhar e viajar um ano	-1.0	Negativo	Negativo	Negativo	Negativo
@VEJA mau sinal para esse governo que já começou mal.	-1.0	Negativo	Negativo	Positivo	Negativo
@Manana99_ péssimo mesmo, pq eu falei Q td acho legal. Péssimo gosto 😷😷😷	-1.0	Negativo	Negativo	Negativo	Negativo
A vida é feita de capítulos. Não é porque um foi ruim que você terá que desistir da história inteira. 👊📓🍀	-1.0	Positivo	Positivo	Negativo	Positivo
@juninhobuk_ pior q eu tb não. to com dor de barriga	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio limpar e os outros sujarem	-1.0	Negativo	Negativo	Negativo	Negativo
@celsoportiolli @janaine O notebook dura 100 anos. O cabo não foi feito pra durar 100 dias. Assim são os produtos da Apple.	-1.0	Negativo	Positivo	Negativo	Negativo
torci o pé jogando volei MEU DEUS QUE DOR	-1.0	Negativo	Negativo	Negativo	Negativo
Ontem foi o dia dos namorados. Vamos contar o número de dias dos namorados que eu passei sozinha xD	-1.0	Positivo	Positivo	Positivo	Positivo
Odeio a sensação de ter as orelhas a ferver, eia meu f se q nervos crl	-1.0	Negativo	Negativo	Negativo	Negativo
Sempre tem algum emo esquisito pra me colocar nums grupo câncer do Facebook.	-1.0	Negativo	Negativo	Negativo	Negativo
Correção: está horrível e queria cacau show	-1.0	Positivo	Positivo	Negativo	Positivo
Meu Xbox ficou ligado umas 5 hrs direto e eu não percebi, pqp	-1.0	Negativo	Negativo	Negativo	Negativo
Sério, quem criou esse comercial do Outback? Ficou uma merda. 🙅🏻🙅🏻🙅🏻🙅🏻	-1.0	Positivo	Positivo	Negativo	Positivo
@cumberboss sim, eles andam fazendo umas críticas bem vazias sei lá o porque, tipo o regresso, não vi. mas eles sentam o pau no filme (?)	-1.0	Negativo	Negativo	Positivo	Negativo
Eu odeio quando falo com a mh mãe e ela fica olhando pro celular e não me responde	-1.0	Negativo	Negativo	Negativo	Negativo
@BernardoMCCosta deixou de lado o compromisso com o basquete pra falar um negocio desses. Isso aí é fechar os olhos pro presente.	-1.0	Negativo	Positivo	Positivo	Positivo
queria jogar vôlei sexta, choveu, queria joga bola com meu irmão hoje, e ta se armando o tempo, ta difícil	-1.0	Negativo	Negativo	Negativo	Negativo
esse ano eu não paro em casa, escola, inglês, academia e vôlei, nem vou ficar morta	-1.0	Negativo	Negativo	Negativo	Negativo
Essa internet da tim ta mandada pprt .	-1.0	Positivo	Negativo	Negativo	Negativo
Vocês que vendem jogo pra PS4 por conta VÃO TOMAR NO CU	-1.0	Negativo	Negativo	Negativo	Negativo
É sério pelo AMOR DE DEUS APPLE LIBERA ESSE APLICATIVO PORQUE TÁ DIFÍCIL DE VIVER	-1.0	Positivo	Negativo	Positivo	Positivo
"""Vestiu roupa chamativa ou derivados não reclame"". QUE LIXO DE COMENTÁRIO, HORROROSO. 👌"	-1.0	Negativo	Negativo	Negativo	Negativo
@Ezequiasns @aeciofaraujo O governo dessa besta e todo ARROMBADO.	-1.0	Negativo	Negativo	Negativo	Negativo
